"SAMPLE","Group","var_01","var_02","var_03","var_04","var_05","var_06","var_07","var_08","var_09","var_10","var_11","var_12","var_13","var_14","var_15","var_16","var_17","var_18","var_19","var_20","var_21","var_22","var_23","var_24","var_25","var_26","var_27","var_28"
1,"A",3.37265225,76.0781205,3.573738196,9.503240930875,1.895567717,0.142424949,4.180464685,8.414160332,6.9024544508,80.5606338355,9.406978975,13.56035468,12.4482420352857,9.301056481375,42.5297847565,4.263011817,19.1484422043333,3.514758336,3.380463667,5.238602285,3.181962428,2.261357951,3.905941375,2.287855693,4.253529704,296.7556582,9.185002019,14.32157522
2,"A",3.948516819,163.813663752857,5.753417724,6.917925263,2.600182763,0.166054933,2.239412249,32.68476369,8.59140318666667,65.8825937838333,6.701625504,41.59255640875,12.3925847152857,2.777622842,8.879287582,10.135146974375,8.41143179,2.83024271,6.90251936914286,12.610282089125,2.93998903,1.574355558,6.20374598925,2.489909661,3.250632244,120.7024651,14.98268794,17.510938
3,"A",8.036188264,176.9331328,7.751211157,9.833803014375,4.469993232,0.40148693,6.029705891,18.819014278,4.733036813,8.637373053,10.44287437,13.18738669,5.855012239,6.312209353,12.77223903,3.968226823,9.501233839,10.6012982155714,3.31366915,5.184365288,4.21755568183333,5.115481413,4.109060257,2.152976488,5.003956371,296.7556582,25.19537949,32.18070207
4,"B",5.30378503,163.813663752857,12.5354022408333,8.087311018,3.032153626,0.223049025125,1.998899613,14.97901656,8.21513437057143,82.59892908,18.2415652425,85.26558953,10.57358257,11.247982820625,55.70538095,17.16934636,21.194354012375,17.7659111537143,6.815632732,13.1934476275714,4.8430743012,6.380025016,7.135256689,3.83649177516667,13.017761,421.1890907,13.30751473,41.789055872
5,"B",4.096211743,123.4639188,8.22825444571429,5.664518072,2.42207161177778,0.12508484,0.354241768,15.05777239,6.662796945,194.1686706,22.9183488855714,74.56129927,28.93757471,20.95207506,46.7808627174286,27.37912409,30.15949386,46.11568457,14.75274574,17.3454548041667,5.95775464016667,11.21363389,11.33945236,5.597369273,7.98374950842857,391.657035585714,14.9518748575556,23.650595495
6,"B",2.445201229,48.97484397,8.08417672916667,5.135623782,0.072612397,0.131082736,2.290057446,11.11409056,7.200647447,73.3709751361429,17.4169029264286,43.40052867,12.580843163375,12.25143673,74.19785044,10.92876734,21.07523738,19.90368277,6.98213140271429,19.42240674,4.4730690122,7.177746356,7.743158582,3.64665862328571,10.05782896,350.5439686,15.020826392,27.3180365125
7,"C",5.30378503,163.813663752857,4.06600466,12.943410419,0.324494082,0.249323743,7.39326106614286,15.57779002,5.957521474,75.93439549,22.43286916,49.79725993,14.31306569,17.79708389,58.78994693,11.50044213775,23.86067003,19.30167318,7.22960726471429,13.1934476275714,4.8430743012,6.951645095,7.773936807,6.008510137,8.523109377125,423.7454058,6.992628078,12.56976515
8,"C",2.920950061,163.813663752857,3.56440919,5.410826502,0.53842961,0.100473642,4.025854848,19.4725741502222,8.59140318666667,65.8825937838333,12.46892903,19.62796136,6.147335914,1.351287137,28.06155148,6.246985053,16.7772987,5.756143763,4.526017463,8.52812332,3.84732316,3.490605286,4.394749293,2.507659712,7.078433122,164.1628854,9.063154301,42.777290442
9,"C",5.439361059,170.538621245,10.566280044875,6.25121926,0.412147237,0.144098312,7.95213616842857,14.78016966,9.958269575,50.0001522,24.48813081,36.56166491,10.303369141,7.971901632,52.93915351,7.67172167214286,31.515081,10.854009997375,8.909433048,22.69958171,4.42895481371429,8.172571786,5.758056545125,3.994573757,7.27735326477778,279.911056083333,15.51658251,37.7427028933333
10,"D",5.30878998375,70.67561081,4.845335411,5.87656832,0.430655081,0.114947763,4.085891774,16.8604596891111,7.64053641066667,68.90894374,42.44023601,198.2068726,13.4999156275714,20.26713418,64.5888728,11.7886569758571,51.13562175,16.49649969,9.667951722,20.73716516,10.32113264,7.536583642,7.009628562,3.83649177516667,15.4271058,652.055824,15.88011643,27.3180365125
11,"D",5.951222552375,188.8270452,8.88745515,9.166347762,2.461414927,0.360988725,35.08809073,21.0720364665,89.19758703,106.334657,67.60042214,74.75945732,41.92119457,16.200310024,60.554736214,21.37491881,120.9808956,23.76547582,12.7488644,35.39071202,15.53005935,12.28078094,9.22717805144445,3.83649177516667,12.4929555532857,961.0652999,31.81525616,37.2391284316667
12,"D",10.43032827,289.8705092,7.022648611,9.75994294485714,2.461414927,0.248292937,4.035223489,26.52715655,19.13149573,231.2716814,37.41797785,229.7481146,20.336903,30.46226588,113.6834688,13.259113995,32.10226785,48.31856972,14.16184498,50.38231514,21.59911066,14.73674407,12.96632315,3.83649177516667,12.49321211,979.8065395,10.43032827,62.36425323
13,"E",5.338089336,240.4938328,5.548152129,8.30901474,4.20862399822222,0.313158907,12.3259173415714,26.87523044,11.33094621,30.23302294,25.34905156,68.62299465,13.50905106,9.639500173,38.61867998275,9.310288435,22.40758275,12.4541592418571,7.10698904414286,14.06273514,5.0888656,6.11012616875,5.91572221,2.977665303,8.280436908,387.3109655,22.22312842,42.426928428
14,"E",5.2637454,326.6236053,30.27176226,31.54109293,13.57715836,0.277731784,24.28311976,21.38107304,11.66272213,40.23206132,16.077493248625,42.86345898,10.98799596,10.06482052,42.90901225,9.482938271,17.938603918625,12.62299247,6.258348497,12.95313948,5.697349605,4.857698295125,6.022574505,3.20273582157143,9.343300545,320.121478,28.29497248,99.67313331
15,"E",7.315137309,178.736878594,15.21520612,17.46675002,4.901809174,0.188376112125,12.6163383,31.83582682,8.7954839635,77.8845020314286,18.128348774,63.21826104,13.819178,9.75561813233333,46.296881409,12.859897645,20.83957406,11.6942975,8.07318924983333,15.07654819,5.188681463,5.5661464,6.199309332,3.92928130716667,10.04146044,300.093632457143,16.49541209,50.20010361
16,"F",5.951222552375,222.5023428,7.6139774012,25.98059328,9.60729258,0.227575018666667,28.93079429,43.50843524,20.9023835267143,175.9698647,31.020810245,226.6422902,49.88078499,15.9341810463333,382.2864605,13.259113995,239.7979923,34.26970471,14.78578628,36.2906427,15.71451938,9.951326952,9.387712095,3.4020881028,12.83208695,1603.010248,18.874383441,91.75090485
17,"F",6.42747868,154.1281921,16.53755008,21.09175353,8.0212479,0.200891757375,4.49936607871429,13.11008042,7.64053641066667,72.02428259,17.32948658,46.4451156444444,7.491945124,4.994835207,48.89286813,9.501833966,10.19595918,11.20828925,7.176958019,12.79330275,5.05851241,4.464879269,6.50184298944444,3.64665862328571,8.186601089,300.1901336,17.20863589,27.3180365125
18,"F",3.581812188,261.6404129,7.6139774012,15.58518244,4.795237966,0.197691805,21.10162145,29.50818552,5.302552384,321.2570772,31.020810245,313.205311,39.20135054,15.9341810463333,125.254038928,13.259113995,37.02831796,77.74003915,23.04493985,23.748264930375,34.51561245,35.39587503,23.82522841,3.4020881028,31.95098754,1472.996276,23.12824558,51.79837131
