"SAMPLE","Group","var_01","var_02","var_03","var_04","var_05","var_06","var_07","var_08","var_09","var_10","var_11","var_12","var_13","var_14","var_15","var_16","var_17","var_18","var_19","var_20","var_21","var_22","var_23","var_24","var_25","var_26","var_27","var_28"
1,"A",-0.848953168868622,-1.13921180019164,-1.03928536492057,-1.01969000115955,-0.388016262589754,0.263267709731764,-0.0721536562651025,-1.37951708135473,-0.882593195808188,-1.21856280187277,-1.15913503940995,-1.14916073641609,-1.2343584971123,-0.881926806144579,-1.31981576236515,-1.08685682274349,-0.779598218733783,-1.3182538550051,-1.29566981007794,-1.21151429301393,-1.05965030433383,-1.08943060029973,-1.08490638368108,-0.40772801434509,-1.31344597793504,-1.27483783270665,-1.03535969072643,-0.954065380229764
2,"A",-0.604223271269073,-0.677757774729848,-0.64636248433506,-0.587973692468534,-0.119326928571966,-0.50514380829187,-1.04520434210082,0.964072707998572,-0.5751213244138,-1.22039091306084,-1.4024529602753,-1.13816622888224,-1.01933238103138,-1.20727726861966,-0.493485329350741,-1.19886629181781,-0.897464284126223,-1.4232631560147,-1.40908474398445,-1.24121928923228,-1.12283426389421,-1.31984905280432,-1.22771346783276,-0.914064948702,-1.6031891040159,-1.2088355938749,-0.105960237953731,-0.763922171607344
3,"A",0.773279853454297,0.341993654518438,-0.111435713712444,0.197255535270061,0.452594900905288,1.91292362684381,-0.419819693673482,-1.77327123640229,-0.704115528975395,-1.150391113249,-1.0754752718188,-1.16112616616156,-1.08389528515257,-0.716306537583983,-1.36371447528955,-1.1340018422224,-0.833473096919399,-0.520698990141985,-1.31821800274135,-1.21776750273258,-1.07844546097723,-1.14926753332978,-1.01313929155879,-1.12805842600581,-1.1185284695878,-1.25338080267577,1.16494400203638,-0.00466144058593612
4,"B",-0.297666563032958,-0.169937725125687,-0.562831331949646,-0.391230119558222,0.0274926069816205,0.575285874816191,-1.09909260035212,-0.5727108544344,-0.741501780977607,0.221670496005845,-0.318143045979421,0.153450860293482,-0.513828813239156,-0.101646847027001,-0.275833515734985,0.261915976438652,-0.326174818115101,-0.065754408393424,-0.296542945718863,0.130368460121544,0.0974696927827256,-0.143795944693307,-0.10203947649693,-0.0169347319183122,0.412570596157489,-0.137761399374128,-0.352452766483591,-0.65933826964271
5,"B",-0.544389220437076,0.0996362267149988,0.0154203169616371,-0.818374567922528,-0.343140194839966,-1.08070498157665,-1.63290280454756,-0.564255387932209,-0.49956370531401,1.30291672447353,0.713253752028668,0.0128892855153606,0.944008825545087,0.48236029178955,0.916519143854072,0.968400341807078,0.0129118362756688,1.36437105330359,1.17754930285869,0.878746930284799,0.120973357995061,0.617461150372917,0.882773152749276,0.609874255866052,0.574099731416814,0.635716958002457,-0.471531701946797,-0.702126870919676
6,"B",-1.29217664541089,-1.6968698888137,-0.86163653919481,-0.923212433640223,0.358404501925075,-0.991094499463959,-1.03423200738131,-1.01914816191218,-0.448051859158347,-0.543459311726949,-0.271472060129982,-0.467417248944476,-0.226931098261565,-0.142904717133261,0.0177767577611045,-0.281595223819666,-0.303596913156581,0.0932025959807301,-0.485328769153616,-0.440772512437388,-0.434038456986774,-0.00199976903296612,0.0556264423353829,-0.35216967741245,-0.0749978914060686,-0.339934771887616,-1.68303126061889,-1.1066738975293
7,"C",-0.195957275106838,-1.44047964412635,-0.0860939604694354,-0.969110460948807,-1.30809326485325,0.476757100484542,-0.842393175058956,-0.508971061726222,-0.570373398860599,0.138143376891447,-0.310014945833742,0.12254702746758,-0.149615098423698,0.274148462177654,-0.24162534055352,-0.227362458982035,-0.200331180419271,0.0561030018564868,-0.246232281869296,-0.0203061731807637,0.103193656253479,-0.0413524599212119,0.063441470642167,0.774950316678631,-0.377892007812421,-0.130777108076334,-1.46275779280915,-1.06761269899431
8,"C",-1.05596871603187,-0.0460355265648382,-1.04119435940325,-0.868021180131901,-1.12099631605954,-1.47311906348425,-0.712658491216702,-1.2656397062166,-0.859200865120891,-0.867796142917634,-0.923077479390907,-0.973670791511651,-1.04301115131255,-1.4999422947955,-0.891296056924586,-0.804831088755017,-0.477403987900622,-1.03208247866883,-0.608893360890375,-0.879094387917128,-0.897361372390686,-0.752163917458166,-0.915136128122269,-0.903206064679564,-0.645505767219338,-1.00373456175176,-1.05767391524796,-1.00384440355898
9,"C",-0.0433677670311981,-0.665201839279575,-0.766304836976516,-0.707655619393025,0.437308823970595,-0.803436157068345,0.535193258235195,-0.181330831585178,-0.288687548888023,-0.22843167696051,-0.202065820673284,-0.594424797162546,-0.0754430658786607,-0.535749172214204,-0.348946177597597,-0.126077835715898,0.0557915646138288,-0.208398273959217,0.120163694171448,0.0916481154746355,-0.0621476769527009,0.164202073214676,0.0752536915074536,-0.100391783941206,-0.405709780326512,-0.317921659654915,0.0254562464558766,-0.280412177154914
10,"D",0.316945101142225,-1.24122857880655,-0.798999336099341,-0.777723918874161,-1.20937824874522,-1.23718781860748,0.285218873554297,1.5418875105563,0.70274093672305,0.0460189406648608,0.59456522256828,1.29020878947975,0.359080260660362,-0.0146060174994974,-0.140408985054536,0.0269774608369149,0.595756049179076,-0.124943049623998,0.273900278629476,-0.0192119228878718,0.245618103582675,0.0592041012542368,-0.135450012228941,-0.112790281026838,0.769612394698014,0.425211726899291,0.0204259310301588,-0.897405520874089
