"SAMPLE","Group","var_01","var_02","var_03","var_04","var_05","var_06","var_07","var_08","var_09","var_10","var_11","var_12","var_13","var_14","var_15","var_16","var_17","var_18","var_19","var_20","var_21","var_22","var_23","var_24","var_25","var_26","var_27","var_28"
1,"A",3.37265225,76.0781205,3.573738196,4.671804625,1.895567717,0.142424949,4.180464685,22.2504381038,3.318160488,6.934803664,9.406978975,44.5491491077778,14.28581822425,11.8304727614286,13.94260152,4.263011817,10.4702068,3.514758336,3.380463667,5.238602285,3.181962428,2.261357951,3.905941375,2.287855693,4.253529704,108.1352352,9.185002019,14.32157522
2,"A",3.948516819,103.0006565,5.753417724,6.917925263,1.30536532133333,0.166054933,13.450323294375,32.68476369,5.911642489,6.89171763,6.701625504,13.90764355,6.319896681,10.7258637085714,8.879287582,3.579907204,33.26232594,12.895401601125,3.051249493,4.983471074,7.07767467057143,1.574355558,6.24191350644444,4.31637910411111,3.250632244,120.7024651,14.98268794,17.510938
3,"A",8.036188264,176.9331328,9.29611266888889,12.12989339,4.469993232,0.40148693,6.029705891,5.892923506,4.733036813,39.6424675534,10.44287437,13.18738669,5.855012239,6.312209353,58.8297406942,10.077555624,33.3123711557143,12.7619455898889,3.31366915,5.184365288,3.108983526,2.0710273,4.109060257,2.152976488,5.003956371,112.145014,17.2497249918889,32.18070207
4,"B",6.25916171811111,137.3330229,6.283369676,8.087311018,1.01765561657143,0.21654491125,1.998899613,14.97901656,4.415910065,52.744149347,22.28176311,85.26558953,10.57358257,12.75403944,55.70538095,17.16934636,20.48925755,14.5160472392222,6.815632732,23.40590118,9.305412447,6.380025016,7.135256689,4.168919754,13.017761,421.1890907,13.30751473,19.40173393
5,"B",7.322261034,123.4639188,10.5564210374444,5.664518072,2.005521696,0.12508484,10.7904206112222,15.05777239,6.662796945,194.1686706,45.53473041,74.56129927,28.93757471,20.95207506,141.4346865,27.37912409,30.15949386,46.11568457,14.75274574,22.0414426144444,9.463045309,8.14079139711111,11.33945236,5.869392784125,14.08244768,751.2883525,12.5338154,18.61643469
6,"B",2.445201229,48.97484397,4.495244361,5.135623782,0.072612397,0.131082736,2.290057446,11.11409056,7.200647447,32.02601904,23.15635536,43.40052867,13.47199294,10.4451556257143,74.19785044,10.92876734,23.35645972,19.90368277,6.0972758572,19.42240674,6.70980944825,7.177746356,7.743158582,12.744125,10.05782896,295.583070744444,5.979275627,11.99353799
7,"C",2.493852857,160.781563085,4.06600466,4.91223049,0.324494082,0.249323743,3.267035919,15.57779002,7.7715776088,75.93439549,22.43286916,82.85059494,16.377847036,17.79708389,58.78994693,12.503053494375,23.86067003,19.30167318,7.226590829,20.71823712,9.343679602,6.951645095,7.773936807,6.008510137,11.1287264437778,423.7454058,6.992628078,12.56976515
8,"C",2.920950061,59.58054937,3.56440919,5.410826502,0.53842961,0.238577404375,10.82331281425,9.226807682,3.489332762,17.68627722,12.46892903,19.62796136,14.28581822425,1.351287137,28.06155148,11.087392589,16.7772987,5.756143763,4.526017463,14.2787336985556,7.360925287,3.490605286,4.394749293,2.507659712,7.078433122,164.1628854,9.063154301,13.53952015
9,"C",5.439361059,103.7900923,5.03328493,11.252123829875,0.412147237,0.144098312,15.3674797,14.78016966,7.029341422,50.0001522,24.48813081,36.56166491,15.14387061,12.331371717125,52.93915351,12.57106678,31.515081,15.27755428,8.909433048,22.69958171,8.269926933,8.172571786,7.8205732,3.994573757,9.88721798866667,357.9215829,16.0564979795,27.06413113
10,"D",6.522834458,70.67561081,4.845335411,10.3158941348571,0.430655081,0.114947763,4.085891774,24.0316461222222,10.1938079928333,68.90894374,42.44023601,198.2068726,20.48181249,20.26713418,86.411843729,16.8178348226667,51.13562175,22.9666159122222,9.667951722,20.73716516,10.32113264,7.536583642,7.009628562,5.869392784125,15.4271058,652.055824,15.88011643,15.23845059
